party_id	list_order	candidate_name	official_name	profile_url	biography_kk	photo_source_url	match_score	match_margin	match_status	photo_status	r2_key	public_photo_url	asset_rights_note	collected_at
baitaq	10	Баяжума Асылбек	Баяжұма Асылбек	https://baytaq.kz/kk/candidates/bayazhuma-asylbek		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%2591%25D0%25B0%25D1%258F%25D0%25B6%25D1%2583%25D0%25BC%25D0%25B0%2520%25D0%2590%25D1%2581%25D1%258B%25D0%25BB%25D0%25B1%25D0%25B5%25D0%25BA.jpeg&w=3840&q=75	1.000	0.411	MATCHED	UPLOADED	candidates/baitaq/10.jpg	https://assets.open-quryltai.org/candidates/baitaq/10.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:40Z
baitaq	12	Деркач Марина Владимировна	Деркач Марина Владимировна	https://baytaq.kz/kk/candidates/derkach-marina-vladimirovna		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-21%2520at%252011.45.02%2520AM.jpeg&w=3840&q=75	1.000	0.476	MATCHED	UPLOADED	candidates/baitaq/12.jpg	https://assets.open-quryltai.org/candidates/baitaq/12.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:42Z
baitaq	15	Досанов Абай Сабитович	Досанов Абай Сәбитұлы	https://baytaq.kz/kk/candidates/dosanov-abay-sabitovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1504.JPG&w=3840&q=75	0.933	0.362	MATCHED	UPLOADED	candidates/baitaq/15.jpg	https://assets.open-quryltai.org/candidates/baitaq/15.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:44Z
baitaq	14	Джаппарова Ардак Сарсенбековна	Жаппарова Ардак Сарсенбекқызы	https://baytaq.kz/kk/candidates/dzhapparova-ardak-sarsenbekovna		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%25B4%25D0%25B6%25D0%25B0%25D0%25BF%25D0%25BF%25D0%25B0%25D1%2580%25D0%25BE%25D0%25B2%25D0%25B0-1.jpeg&w=3840&q=75	0.928	0.438	MATCHED	UPLOADED	candidates/baitaq/14.jpg	https://assets.open-quryltai.org/candidates/baitaq/14.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:47Z
baitaq	13	Джакишев Алмаз Ажибекович	Жакишев Алмаз Әжібекұлы	https://baytaq.kz/kk/candidates/dzhakishev-almaz-azhibekovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%2594%25D0%25B8%25D0%25B7%25D0%25B0%25D0%25B9%25D0%25BD%2520%25D0%25B1%25D0%25B5%25D0%25B7%2520%25D0%25BD%25D0%25B0%25D0%25B7%25D0%25B2%25D0%25B0%25D0%25BD%25D0%25B8%25D1%258F%2520(1).png&w=3840&q=75	0.917	0.280	MATCHED	UPLOADED	candidates/baitaq/13.png	https://assets.open-quryltai.org/candidates/baitaq/13.png	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:48Z
baitaq	17	Иманбаев Айдос Бейбитович	Иманбаев Айдос Бейбітұлы	https://baytaq.kz/kk/candidates/imanbaev-aydos-beybitovich	Иманбаев Айдос Бейбітұлы – заңгер, атқарушылық іс жүргізу саласының сарапшысы. Бұл салада 20 жылдан астам еңбек өтілі бар. Е.А. Бөкетов атындағы Қарағанды мемлекеттік университетін «Құқықтану» мамандығы бойынша тәмамдаған. Еңбек жолын сот орындаушысы қызметінен бастап, кейін ҚР Жоғарғы Соты жанындағы Соттар әкімшілігі комитетінде жетекші маманнан басқарма басшысына дейін көтерілді. Сондай-ақ Қазақстан Республикасы Әділет министрлігінде қызмет атқарды. 2022–2026 жылдары Жеке сот орындаушыларының республикалық палатасының төрағасы болды. Қызмет барысында атқарушылық іс жүргізу жүйесін цифрландыруға, оның ашықтығы мен тиімділігін арттыруға, сондай-ақ жеке сот орындаушылары институтын дамытуға елеулі үлес қосты. Әділет министрлігі жанындағы Қоғамдық кеңестің және Парламенттің заң жобалары жөніндегі жұмыс топтарының мүшесі болды. Халықаралық сот орындаушылар одағы Президентінің ТМД және Азия елдері бойынша арнайы кеңесшісі. Қазақстандық және шетелдік басылымдардың авторы, халықаралық кәсіби конференциялардың тұрақты қатысушысы.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%25A0%25D0%25B8%25D1%2581%25D1%2583%25D0%25BD%25D0%25BE%25D0%25BA3.jpg&w=3840&q=75	0.940	0.310	MATCHED	UPLOADED	candidates/baitaq/17.jpg	https://assets.open-quryltai.org/candidates/baitaq/17.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:51Z
baitaq	16	Иманалиев Аскар Муратович	Иманалиев Аскар Маратович	https://baytaq.kz/kk/candidates/imanaliev-askar-maratovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-22%2520at%25209.41.29%2520PM.jpeg&w=3840&q=75	0.985	0.326	MATCHED	UPLOADED	candidates/baitaq/16.jpg	https://assets.open-quryltai.org/candidates/baitaq/16.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:53Z
baitaq	18	Кажиев Сериккан Ергалиевич	Қажиев Серікқан Ерғалиұлы	https://baytaq.kz/kk/candidates/kazhiev-serikkan-ergalievich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1379.JPG&w=3840&q=75	0.940	0.407	MATCHED	UPLOADED	candidates/baitaq/18.jpg	https://assets.open-quryltai.org/candidates/baitaq/18.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:55Z
baitaq	19	Каметов Бакыт Хабидуллаевич	Каметов Бақыт Хабидоллаұлы	https://baytaq.kz/kk/candidates/kametov-bakyt-habidullaevich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-22%2520at%252010.22.09%2520PM.jpeg&w=3840&q=75	0.942	0.356	MATCHED	UPLOADED	candidates/baitaq/19.jpg	https://assets.open-quryltai.org/candidates/baitaq/19.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:58Z
baitaq	22	Кенжебекова Роза Темуркуловна	Кенжебекова Роза Темірқұлқызы	https://baytaq.kz/kk/candidates/kenzhebekova-roza-temirkulkyzy		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F87B97A59-A7B3-4C2D-A334-EDAB61ED253A.png&w=3840&q=75	0.938	0.498	MATCHED	UPLOADED	candidates/baitaq/22.png	https://assets.open-quryltai.org/candidates/baitaq/22.png	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:00Z
baitaq	23	Керей Бекберген Дүйсенбайұлы	Керей Бекберген Дүйсенбайұлы	https://baytaq.kz/kk/candidates/kerey-bekbergen-duysenbayuly		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1389.JPG&w=3840&q=75	1.000	0.595	MATCHED	UPLOADED	candidates/baitaq/23.jpg	https://assets.open-quryltai.org/candidates/baitaq/23.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:04Z
baitaq	21	Кенжалиев Эльнар Багдаулетович	Кенжалиев Эльнар Бақдәулетұлы	https://baytaq.kz/kk/candidates/kenzhaliev-el-nar-bagdauletovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-22%2520at%252010.26.56%2520AM.jpeg&w=3840&q=75	0.942	0.423	MATCHED	UPLOADED	candidates/baitaq/21.jpg	https://assets.open-quryltai.org/candidates/baitaq/21.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:07Z
baitaq	26	Кунгожин Алмаз Мухамбетович	Күнғожин Алмаз Мұхамбетұлы	https://baytaq.kz/kk/candidates/kungozhin-almaz-muhambetovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-21%2520at%252011.33.37%2520AM.jpeg&w=3840&q=75	0.950	0.387	MATCHED	UPLOADED	candidates/baitaq/26.jpg	https://assets.open-quryltai.org/candidates/baitaq/26.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:09Z
baitaq	24	Краснокуцкий Андрей Анатольевич	Краснокуцкий Андрей Анатольевич	https://baytaq.kz/kk/candidates/krasnokutskiy-andrey-anatol-evich	Краснокуцкий Андрей Анатольевич 1986 жылғы 26 желтоқсанда Алматы қаласында дүниеге келген. Менің балалық шағым осы қалада өтті, осы жерде білім алдым, еңбек жолымды бастадым және кәсіпкерліктегі алғашқы қадамдарымды жасадым. Еңбек жолымды мектеп жасында, 12 жасымнан бастап «Серебряный диск» дүкенінде сатуға көмектесуден бастадым. Дәл сол кезде еңбек етудің, берген сөзіңде тұрудың және адамдарды құрметтеудің қаншалықты маңызды екенін алғаш рет түсіндім. Біз шағын бизнестен бастадық. 21 жасымда достарыммен бірге қарыз қаражатқа компьютерлік ойындар мен аксессуарлар сататын алғашқы дүкенімізді аштық. Өрлеу де, құлдырау да болды. Бір кезеңде сәтсіз серіктестіктің салдарынан бәрін қайтадан дерлік басынан бастауға тура келді. Алайда дәл осы тәжірибе маған ең басты нәрсені үйретті: сәтсіздік – бұл соңы емес. Егер мойымай, өз қателіктеріңді талдап, алға қарай жылжуды жалғастырсаң, кез келген қиындықты жаңа мүмкіндікке айналдыруға болады. Бір ғана дүкен қалғаннан кейін жаңа кезең басталды. Біз мемлекеттік сатып алуларға қатысып, ірі әлеуметтік жобаларды жүзеге асыра бастадық, жабдықтар жеткізіп, біртіндеп тапсырыс берушілердің сеніміне ие болдық. Осылайша ATON+ компаниясы құрылды. Бүгінде ATON+ – қазақстандық өндіріс. Біз компьютер корпустарын, балалар ойын алаңдарын және абаттандырудың түрлі элементтерін шығарамыз. Мен үшін өз еңбегімнің нақты нәтижесін көру маңызды. Біздің командамыз шығарған өнімдер Қазақстанның түкпір-түкпіріндегі мектептерде, аулаларда және қоғамдық кеңістіктерде орнатылған кезде, еңбегіміздің еліміздің халқына шын мәнінде пайда әкеліп жатқанын түсінемін. Мен әрдайым технологияларға және олардың адамға беретін мүмкіндіктеріне сендім. Егер бір нәрсені білмесең, оны үйренуге болады. Бүгінде әлем өте жылдам өзгеріп жатыр. Жасанды интеллект, цифрлық технологиялар және заманауи өндірістер Қазақстан үшін орасан зор мүмкіндіктер ашып отыр. Жастарға мүмкіндік жасау. Өндіріс құру. Технологиялар жасау. Жұмыс орындарын құру.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FIMG_7216.PNG&w=3840&q=75	1.000	0.558	MATCHED	UPLOADED	candidates/baitaq/24.png	https://assets.open-quryltai.org/candidates/baitaq/24.png	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:12Z
baitaq	25	Кудеринов Мурат Тасбулатович	Құдеринов Мұрат Тасболатұлы	https://baytaq.kz/kk/candidates/kuderinov-murat-tasbulatovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%259A%25D1%2583%25D0%25B4%25D0%25B5%25D1%2580%25D0%25B8%25D0%25BD%25D0%25BE%25D0%25B22.jpeg&w=3840&q=75	0.938	0.362	MATCHED	UPLOADED	candidates/baitaq/25.jpg	https://assets.open-quryltai.org/candidates/baitaq/25.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:14Z
baitaq	27	Кыдырбаев Ерлан Жайлаубаевич	Қыдырбаев Ерлан Жайлаубайұлы	https://baytaq.kz/kk/candidates/kydyrbaev-erlan-zhaylaubaevich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-23%2520at%25207.17.23%2520AM.jpeg&w=3840&q=75	0.961	0.343	MATCHED	UPLOADED	candidates/baitaq/27.jpg	https://assets.open-quryltai.org/candidates/baitaq/27.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:17Z
baitaq	28	Қадырбаева Нұргүл Жұмахметқызы	Қадырбаева Нұргүл Жұмахметқызы	https://baytaq.kz/kk/candidates/kadyrbaeva-nurgul-zhumahmetkyzy		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FIMG_8012.JPG.jpeg&w=3840&q=75	1.000	0.427	MATCHED	UPLOADED	candidates/baitaq/28.jpg	https://assets.open-quryltai.org/candidates/baitaq/28.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:20Z
baitaq	29	Қараш Алма	Алма Қараш	https://baytaq.kz/kk/candidates/karash-alma	Алма Қараш – экономист, өндіріс және жеңіл өнеркәсіп саласының кәсіпкері, қоғам қайраткері. Алматы облысында дүниеге келген. Экономика, өндіріс технологиясы, техникалық ғылымдар және құқық салалары бойынша білім алған. Еңбек жолын Алматы қаласы Алмалы ауданы әкімдігінің экономика бөлімінде бастап, кейін Қазақстанның екінші деңгейлі банктерінде басшылық қызметтер атқарды. 2013 жылдан бері өндіріс және медицина саласындағы жеке кәсіпкерлікпен айналысады. Қазіргі таңда ALMATEXTILE өндірістік компаниясы мен ADAL MEDPHARM медициналық орталығының құрылтайшысы. 2022 жылдан бастап Qaz Textile Industry жеңіл өнеркәсіп кәсіпорындарының ұлттық бірлестігінің Алматы қаласы және Алматы облысы бойынша филиалын басқарады. 2025 жылдан Алматы қаласы Кәсіпкерлер палатасының өңірлік кеңесі мен Таза өндірістер кеңесінің мүшесі. 2025 жылдан Қазақстанның «Байтақ» жасылдар партиясының мүшесі, Алматы қалалық филиалының төрайымы. Экологияны қорғау, жасыл экономиканы дамыту, отандық өндірісті қолдау және тұрғындардың өмір сүру сапасын арттыру бағытында белсенді жұмыс жүргізеді. 2026 жылы «Байтақ» партиясынан Құрылтай депутаттығына кандидат ретінде ұсынылды.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FIMG_3654%2520(3).PNG&w=3840&q=75	1.000	0.261	MATCHED	UPLOADED	candidates/baitaq/29.png	https://assets.open-quryltai.org/candidates/baitaq/29.png	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:23Z
baitaq	20	Камытбекова Сауле Жайлауовна	Қамытбекова Сәуле Жайлауқызы	https://baytaq.kz/kk/candidates/kamytbekova-saule-zhaylaukyzy		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2Fchrome_MBMPgAYoJO.png&w=3840&q=75	0.945	0.382	MATCHED	UPLOADED	candidates/baitaq/20.png	https://assets.open-quryltai.org/candidates/baitaq/20.png	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:27Z
baitaq	34	Мұратұлы Руслан	Руслан Мұратұлы	https://baytaq.kz/kk/candidates/muratuly-ruslan		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-22%2520at%252011.32.26%2520PM.jpeg&w=3840&q=75	1.000	0.150	MATCHED	UPLOADED	candidates/baitaq/34.jpg	https://assets.open-quryltai.org/candidates/baitaq/34.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:30Z
baitaq	30	Мамытов Нургалый Киябаевич	Мамытов Нұрғали Киябайұлы	https://baytaq.kz/kk/candidates/mamytov-nurgalyy-kiyabaevich	Мамытов Нұрғали Қиябайұлы – заң ғылымдарының PhD докторы, құқық саласының сарапшысы, эколог және қоғам қайраткері. Томск мемлекеттік университетінің заң факультетін тәмамдаған. Еңбек жолын 1982 жылы тергеуші болып бастап, прокуратура органдарында ұзақ жыл қызмет атқарды. КСРО Бас прокуратурасында, Алматы қаласы Алатау ауданының прокуроры, Солтүстік Қазақстан және Оңтүстік Қазақстан облыстары прокурорының міндетін атқарушы болды. Кейін Қазақстан Республикасы Премьер-Министрі Кеңсесінде және Президент Әкімшілігінде жауапты қызметтер атқарды. Прокуратура органдарының құрметті қызметкері, «Құрмет» орденінің иегері, «Қазақстан Республикасының ғылымына қосқан үлесі үшін» алтын медалімен марапатталған. Құқықтық актілерді әзірлеу жөніндегі сертификатталған сарапшы. Экология мамандығы бойынша білім алған. Бірқатар заң жобаларының, соның ішінде «Саяси қуғын-сүргін құрбандарын ақтау туралы» заң жобасының авторларының бірі. Қазақ, орыс, ағылшын және неміс тілдерін меңгерген. Қоғамдық қызметте шахмат спортын дамытуға елеулі үлес қосты: Оңтүстік Қазақстан облыстық шахмат федерациясын басқарды, Шымкент қаласында шахмат клубын ашуға бастамашы болды. Үйленген, үш баласы бар.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1437.JPG&w=3840&q=75	0.930	0.420	MATCHED	UPLOADED	candidates/baitaq/30.jpg	https://assets.open-quryltai.org/candidates/baitaq/30.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:32Z
baitaq	31	Мартель Владимир Александрович	Мартель Владимир Александрович	https://baytaq.kz/kk/candidates/martel-vladimir-aleksandrovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1455.JPG&w=3840&q=75	1.000	0.442	MATCHED	UPLOADED	candidates/baitaq/31.jpg	https://assets.open-quryltai.org/candidates/baitaq/31.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:36Z
baitaq	33	Мусаев Улан Жолдошбекович	Мұсаев Ұлан Жолдошбекович	https://baytaq.kz/kk/candidates/musaev-ulan-zholdoshbekovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1268.JPG&w=3840&q=75	1.000	0.374	MATCHED	UPLOADED	candidates/baitaq/33.jpg	https://assets.open-quryltai.org/candidates/baitaq/33.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:55:39Z
