party_id	list_order	candidate_name	birth_year	position_ru	search_query	rank	video_id	video_url	title	description	channel_id	channel_title	published_at	duration	view_count	like_count	comment_count	score	signals	review_status	review_note	collected_at
osdp	28	Рахимжанов Асхат Нурмагамбетович	1983	председатель партии «ОСДП», Депутат Мажилиса Парламента VIII созыва	"""Рахимжанов Асхат Нурмагамбетович"" Казахстан"	0												0	no-video-results	NO_RESULT		2026-08-16T21:59:38Z
osdp	29	Сагандыкова Ажар Бахитовна	1971	руководитель Женского крыла «ОСДП», Депутат Мажилиса Парламента VIII созыва	"""Сагандыкова Ажар Бахитовна"" Казахстан"	1	cM8Lx_EZd4M	https://www.youtube.com/watch?v=cM8Lx_EZd4M	АП-КНБ требуют от руководства ОСДП бойкота выборов и объявить на Съезде. Народ, идем к Съезду ОСДП	"#шындық #нарымбай #назарбаевКЕТ 
Присылайте видео, фото и аудио. Все желающие выйти в эфир на дебаты, дискуссии, поговорить о насущных проблемах либо если есть вопросы по моей деятельности и биографии, прошу написать мне. Всегда готов к конструктивному диалогу и дебатам.
+380 63 639 38 49 Ватсап, Телеграм, Вайбер, Сигнал
Скайп: narymbayev.ermek70
Большие видео скидывайте на имейл:
sunwud02@gmail.com
ermek.shantimes@gmail.com
Пожалуйста, делайте описание (где, когда, и кто снимал, ссылку на первоисточник, в случае если вы пересылали) к каждому видео.
Ермек Нарымбай в Фейсбуке 
https://www.facebook.com/profile.php?id=100011569305686


ОСДП Телефоны
АСТАНА
Нурлыбеков Нурым Комекович
 г. Нур-Султан, ул. Шевченко 10/1, офис 203
 +7 707 527-07-54
-------------------------------------------
АЛМАТЫ
Самбетбай Тазабек Дакенайулы
 +7 747 869-16-12
--------------------------------
ШЫМКЕНТ
Кожаханов Нуртай Тыныштыханович
 +7 702 499-06-06
--------------------------------
АКМОЛИНСКАЯ ОБЛАСТЬ
Смоквин Валерий Леонидович
 +7 705 533-99-66
--------------------------------------
АЛМАТИНСКАЯ ОБЛАСТЬ
Кунболатов Куат Куанышевич
 +7 701 161-80-30
------------------------
АТЫРАУСКАЯ ОБЛАСТЬ
Камалова Нурайнаш Балтабаевна
Председатель Атырауского областного филиала
 +7 701 84-27790
------------------------
АКТЮБИНСКАЯ ОБЛАСТЬ
Камалов Мирамбек Аманжолович
 +7 701 732-85-56
________________________
ЖАМБЫЛСКАЯ ОБЛАСТЬ
Нугуманов Дамир Маратович
Председатель Жамбылского областного филиала
 +7 700 957-15-37
_______________________
ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ
Муканова Кадиша Халиковна
Председатель Западно-Казахстанского областного филиала
 +7 701 444-67-37
---------------------------------
КАРАГАНДИНСКАЯ ОБЛАСТЬ
Токсамбаева Макиля Алтаевна
 +7 775 373-60-04
______________________________
КОСТАНАЙСКАЯ ОБЛАСТЬ
Богатырев Сергей Алексеевич
 +7 7142 53-25-76
 +7 705 450-30-81
__________________________
КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ
Бактыбаева Ляззат Шайзадаевна
 +7 775 000-50-82
-------------------------------
МАНГЫСТАУСКАЯ ОБЛАСТЬ
Мынбаев Сакен Саламатович
 +7 775 322-88-88
______________________
ПАВЛОДАРСКАЯ ОБЛАСТЬ
Сагандыкова Ажар Бахитовна
 +7 701 707-87-16
______________________
СЕВЕР-КАЗАХСТАНСКАЯ ОБЛАСТЬ
Андриевский Владимир Тадеушевич
 +7 777 363-55-00
_______________________
ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ
Булгаков Иван Михайлович
 г.Усть-Каменогорск
 +7 705 530-92-13
_______________________
ТУРКЕСТАНСКАЯ ОБЛАСТЬ
Ашимбеков Абдукамал
 +7 778 500-88-23
---------------------
СЕМЕЙ
Машпиев Роллан Мухтарович
 +7 747 371-74-50"	UCaxLFsyo424jgM01zYLw3vA	Ермек Нарымбай	2020-11-26T15:52:55Z	PT14M26S	8294	259	77	64	surname-in-metadata,name-tokens:3/3,context:осдп	SUGGESTED		2026-08-16T21:59:38Z
osdp	30	Сайлаубай Наурыз Саятұлы	1994	руководитель молодежного крыла «ОСДП», Депутат Мажилиса Парламента VIII созыва	"""Сайлаубай Наурыз Саятұлы"" Казахстан"	1	0Z6treqjm1g	https://www.youtube.com/watch?v=0Z6treqjm1g	Берілген қаражат жаңа үй алуға жетпейді, суға кеткен үйіміз жөндеуге келмейді	"ҚР Парламенті Мәжілісінің депутаты Сайлаубай Наурыз Саятұлы ЖСДП Ақтөбе облыстық филиалының кеңсесінде көктем мезгілінде үйлерін су басқан бір топ бау-бақша ұжымдарының тұрғындарымен кездесті. Кездесуге келгендердің арасында көпбалалы аналар, зейнеткерлер, мүгедек және ерекше балалардың аналары да бар. Барлығының үйлері суға кетіп, берілген өтемақы көлеміне көңілдері толмайтынын жеткізді. 
#жсдп #оппозиция #казахстан #осдп #қазақстан #партия #жаңалықтар #мажилис #парламент #aqtobe"	UCdgYhhKdFPKwE0y0Nc_cnUA	OSDP MEDIA	2024-08-06T11:06:11Z	PT2M26S	59	2	0	72	surname-in-metadata,name-tokens:3/3,context:мажилис,осдп,партия	SUGGESTED		2026-08-16T21:59:39Z
osdp	30	Сайлаубай Наурыз Саятұлы	1994	руководитель молодежного крыла «ОСДП», Депутат Мажилиса Парламента VIII созыва	"""Сайлаубай Наурыз Саятұлы"" Казахстан"	2	u_2oVbYpews	https://www.youtube.com/watch?v=u_2oVbYpews	AnyqTIMES: Мәжіліс мінберіндегі маңызды мәселе	"#anyqtimes #анықтаймс #саясат #реформа #заң #мәжіліс #депутат #qyzylordatv 
«Анықтаймс» хабарының бұл шығарылымы еліміздегі саяси һәм экономикалық реформалар мен заң шығарушы органның жұмысы туралы болды. Студия қонағы Қазақстан Республикасы Парламенті Мәжілісінің депутаты, Жалпыұлттық социал-демократиялық партиясы фракциясының мүшесі Сайлаубай Наурыз Саятұлы. 
 
Сайт - https://qyzylordatv.kz/ru/live
Facebook - https://www.facebook.com/qyzylordatv/ 
Instagram - https://www.instagram.com/qyzylordatv/
Telegram - https://t.me/qyzylorda_tv
Tiktok -https://www.tiktok.com/@qyzylorda_tv/"	UCuWBC_t5WjTOmM-prJS9tVA	QYZYLORDA TV / Қызылорда телеарнасы	2025-01-09T14:56:43Z	PT12M30S	68	3	1	64	surname-in-metadata,name-tokens:3/3,context:депутат	SUGGESTED		2026-08-16T21:59:39Z
adilet	2	Абенов Мурат Абдуламитович	1965	депутат Мажилиса Парламента РК VIII созыва	"""Абенов Мурат Абдуламитович"" Казахстан"	1	9fjiELsUC1k	https://www.youtube.com/watch?v=9fjiELsUC1k	Мурат Абенов | Про состояние и перспективы языковой политики в РК | #OiQozgau	"Экспертно-аналитический подкаст «Ой қозғау»
Цель нашего подкаста - обсуждение  актуальных вопросов духовного развития казахстанского общества, Концепции развития языковой политики в РК на 2023-2029 годы, экспертный анализ и совместный поиск путей решения имеющихся проблемных вопросов.
Гость подкаста - Абенов Мурат  Абдуламитович -депутат  5-го 6-го  и 8-го созывов Мажилиса Парламента РК, Член Комитета по экономической реформе и региональному развитию  

 00:00Тизер
00:47 Представление
02:19 Как оцениваете  состояние и перспективы  языковой политики в РК?  
08:17 В какой части Ваш комитет будет участвовать в реализации Концепции языковой политики?
17:59 На Ваш взгляд, как меняется статус казахского языка в обществе?
26:03  Какие меры нужно принимать для расширения и актививизации ипользования казахскоязычного цифрового контента?
36:27  Когда законы в Казахстане начнут писать на государственном  языке?
46:35 Итоги"	UCKJpIwFVcN5rtCyTcMkVhcA	KUN KZ	2024-03-13T14:57:32Z	PT50M17S	47	1	0	96	surname-in-title,name-tokens:3/3,context:депутат,мажилиса,парламента,рк	SUGGESTED		2026-08-16T21:59:41Z
adilet	2	Абенов Мурат Абдуламитович	1965	депутат Мажилиса Парламента РК VIII созыва	"""Абенов Мурат Абдуламитович"" Казахстан"	2	HsI4HWttyNA	https://www.youtube.com/watch?v=HsI4HWttyNA	Проект новой Конституции. Мурат Абенов	"Абенов Мурат Абдуламитович, депутат Мажилиса Парламента РК, член Конституционной комиссии.

#жаңалықтар #новости #24KZ #хабар24 #казахстан"	UCnAFKvDuqBGkIfV8Vn0J_CQ	Телеканал 24kz	2026-02-27T15:50:56Z	PT11M	413	5	6	96	surname-in-title,name-tokens:3/3,context:депутат,мажилиса,парламента,рк	SUGGESTED		2026-08-16T21:59:41Z
adilet	2	Абенов Мурат Абдуламитович	1965	депутат Мажилиса Парламента РК VIII созыва	"""Абенов Мурат Абдуламитович"" Казахстан"	3	vc0QP3bLrlM	https://www.youtube.com/watch?v=vc0QP3bLrlM	Мурат Абенов - ВИДЕОРОЛИК Социального харатера	Видеоролик снята по заказу МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНОГО РАЗВИТИЯ РЕСПУБЛИКИ КАЗАХСТАН С участьем Мурат Абенов.	UCt3CCqiNTj3-AUGYRwz3fdA	Продюсерский Центр Media Astana	2015-02-12T13:51:09Z	PT31S	347	1	0	68	surname-in-title,name-tokens:2/3	SUGGESTED		2026-08-16T21:59:41Z
adilet	2	Абенов Мурат Абдуламитович	1965	депутат Мажилиса Парламента РК VIII созыва	"""Абенов Мурат Абдуламитович"" Казахстан"	4	_0QyjayCyPY	https://www.youtube.com/watch?v=_0QyjayCyPY	Олег Хрупин. Прием граждан по земельным вопросам	"Практикующий юрист Олег Хрупин из Петропавловска поднял острые земельные вопросы на приеме граждан комиссии «Жер Аманаты», приехавшей 
в Северо-Казахстанскую область 5 августа 2022 года.

Он попросил провести амнистию по земельным участкам, отданным предпринимателям без торгов, чтобы избежать социального взрыва и провести проверки по ряду фактов, нарушающих права предпринимателей, чтобы все были равны перед законом.

Также он попросил разобраться по частному случаю - ИП Егоров, молодая семья занимается прокатом детских электромобилей в городском парке, и аким области Кумар Аксакалов два года назад обещал решить этот вопрос. Однако и по сей день дело не сдвинулось с мёртвой точки по надуманному поводу, что якобы земли общего пользования нельзя предоставлять в аренду для выездной торговли. Замакима области Марат Тасмаганбетов пообещал разобраться.

Автор видео: Екатерина Назаренко

Состав комиссии «Жер Аманаты»

1. КӘРІБЕК 
Дәулет Жамаубайұлы
 - Секретарь партии «AMANAT», председатель комиссии
2. БАЗАРБЕК 
Бакытжан Жумабекулы - Директор ТОО «Bazarbek & Partners», юрист, блогер, независимый эксперт по земельным вопросам, заместитель председателя комиссии

3.  ТЕМИРЖАНОВ 
Мурат Баритович - Председатель Комитета по управлению земельными ресурсами Министерства сельского хозяйства РК - главный государственный инспектор по использованию и охране земель Республики Казахстан, заместитель председателя комиссии

4. АБЕНОВ
Мурат Абдуламитович
 - член Национального совета общественного доверия при Президенте РК, председатель Коалиции защиты прав потребителей РК, общественный деятель, член комиссии 

5. БАЙТУК 
Галым Симбекович - Проректор по социально-культурному развитию НАО «Кокшетауский государственный университет им. Шокана Уалиханова», общественный деятель, блогер, член комиссии

6. КАЖЕНОВ
Марат Абубакирович - Руководитель Управления развития земельных отношений и землеустройства Комитета по управлению земельными ресурсами Министерства сельского хозяйства РК

7. АБДРАХМАНОВ
Айдос Рахымжанович - Руководитель управления государственного контроля за использованием и охраной земель Комитета по управлению земельными ресурсами Министерства сельского хозяйства РК.

Подробный материал читайте на нашем сайте.

Наш сайт: http://www.pkzsk.info/  
Наш Телеграм: https://t.me/skonews 
WhatsApp: 8-777-384-25-92

Паблики в соцсетях:
https://vk.com/rexkz 
https://www.facebook.com/pkzsk.info 
https://www.instagram.com/pkzsk/ 
https://ok.ru/pkzsk  
https://twitter.com/pkzsk  
https://www.youtube.com/channel/UCNrZfkNSjWwTIxQpkHJD4_w"	UCNrZfkNSjWwTIxQpkHJD4_w	Петропавловск news	2022-08-07T13:49:32Z	PT27M1S	772	25	5	64	surname-in-metadata,name-tokens:3/3,context:рк	SUGGESTED		2026-08-16T21:59:41Z
adilet	4	Авершин Константин Викторович	1976	депутат Мажилиса Парламента РК VIII созыва	"""Авершин Константин Викторович"" Казахстан"	1	HPTRPpRGldo	https://www.youtube.com/watch?v=HPTRPpRGldo	Национал-патриот Авершин. Я - алматинец. Часть 1.	"АВЕРШИН КОНСТАНТИН ВИКТОРОВИЧ, общественный деятель, экс-депутат Мажилиса Парламента

Таймкоды:

00:00 – Начало  
1:47 - Коренной алматинец
2:18 - На половину казах
3:18 - Внутрений конфликт - ключевой вызов для Казахстана.
6:00 - Национальный патриотизм
7:07 - Как живется неказахам в Казахстане? 
9:38 - Этнонационализм путь к развалу страны
10:40 - Территориальная целостность Казахстана
10:37 - Единная национальная идентиченость
14:08 - Как сохранить общую гражданскую идентичность?

#выборы2023 


___
Facebook - https://www.facebook.com/rakhim.oshakbayev
Подписывайся на наш канал TALAP talks - https://www.youtube.com/channel/UCxgUKnCZ8v_PEm9x1VbUrQg?sub_confirmation=1"	UCxgUKnCZ8v_PEm9x1VbUrQg	TALAP Talks	2023-02-03T11:37:56Z	PT16M3S	5563	177	28	92	surname-in-title,name-tokens:3/3,context:депутат,мажилиса,парламента	SUGGESTED		2026-08-16T21:59:42Z
adilet	4	Авершин Константин Викторович	1976	депутат Мажилиса Парламента РК VIII созыва	"""Авершин Константин Викторович"" Казахстан"	2	Gl2UFKrlyrw	https://www.youtube.com/watch?v=Gl2UFKrlyrw	«Әскери қызмет қауіпсіздігін қамтамасыз ету: қабылданған шаралар және құқық бұзушылықтың алдын алу»	"Тақырыбы/Тема:
«Әскери қызмет қауіпсіздігін қамтамасыз ету: қабылданған шаралар және құқық бұзушылықтың алдын алу»

/«Обеспечение  безопасности воинской службы: принимаемые меры и профилактика правонарушений»

Спикерлер/Спикеры:
«ҚР ҚОРҒАНЫС МИНИСТРІНІҢ ТӘРБИЕ ЖӘНЕ ИДЕОЛОГИЯЛЫҚ ЖҰМЫС ЖӨНІНДЕГІ ОРЫНБАСАРЫ, ГЕНЕРАЛ-МАЙОР ЖАЗЫҚБАЕВ ШАЙХ-ХАСАН САТАРҚҰЛҰЛЫ;»
«ҚР ІШКІ ІСТЕР МИНИСТРЛІГІ ҰЛТТЫҚ ҰЛАН БАС ҚОЛБАСШЫСЫНЫҢ ТӘРБИЕ ЖӘНЕ ӘЛЕУМЕТТІК-ҚҰҚЫҚТЫҚ ЖҰМЫС ЖӨНІНДЕГІ ОРЫНБАСАРЫ, ХАЛЫҚ ҚАҺАРМАНЫ, ГЕНЕРАЛ-МАЙОР  ҮМБЕТОВ ҚАЙРАТ ЖАРЫЛҚАСЫНҰЛЫ;»
«ҚР ҚОРҒАНЫС МИНИСТРЛІГІ ТӘРБИЕ ЖӘНЕ ИДЕОЛОГИЯЛЫҚ ЖҰМЫС ДЕПАРТАМЕНТІНІҢ БАСТЫҒЫ, ӘДІЛЕТ ПОЛКОВНИГІ БАСХОЖАЕВ ТІЛЕУХАН ҚАЛИЛАҰЛЫ;»
«ҚР ПАРЛАМЕНТІНІҢ МӘЖІЛІС ДЕПУТАТЫ АВЕРШИН  КОНСТАНТИН ВИКТОРОВИЧ;»
«ҚР ҚОРҒАНЫС МИНИСТІРЛІГІНІҢ РЕСМИ ӨКІЛІ ЖАНГУЛИН РУСЛАН ТҰРҒЫМБАЙҰЛЫ;»

/«ЗАМЕСТИТЕЛЬ МИНИСТРА ОБОРОНЫ РК ПО ВОСПИТАТЕЛЬНОЙ И ИДЕОЛОГИЧЕСКОЙ РАБОТЕ, ГЕНЕРАЛ-МАЙОР ЖАЗЫКБАЕВ ШАЙХ-ХАСАН САТАРКУЛУЛЫ;»
«ЗАМЕСТИТЕЛЬ ГЛАВНОКОМАНДУЮЩЕГО НАЦИОНАЛЬНОЙ ГВАРДИЕЙ МВД РК ПО ВОСПИТАТЕЛЬНОЙ И СОЦИАЛЬНО-ПРАВОВОЙ РАБОТЕ, ХАЛЫҚ ҚАHАРМАНЫ ГЕНЕРАЛ-МАЙОР УМБЕТОВ КАЙРАТ ЖАРЫЛКАСЫНОВИЧ;»
«НАЧАЛЬНИК ДЕПАРТАМЕНТА ВОСПИТАТЕЛЬНОЙ И ИДЕОЛОГИЧЕСКОЙ РАБОТЫ МО РК, ПОЛКОВНИК ЮСТИЦИИ  БАСХОЖАЕВ ТЛЕУХАН КАЛИЛАЕВИЧ;»
«ДЕПУТАТ МАЖИЛИСА ПАРЛАМЕНТА РК АВЕРШИН КОНСТАНТИН ВИКТОРОВИЧ;»
«ОФИЦИАЛЬНЫЙ ОРЕДСТАВИТЕЛЬ МО РК ЖАНГУЛИН РУСЛАН ТУРГУМБАЕВИЧ;»

Ведущая: Гүлден Сапиолла"	UCB8Fk28jdzWpemE2hl2PYMA	ОРТАЛЫҚ КОММУНИКАЦИЯЛАР ҚЫЗМЕТІ	2024-09-21T00:18:00Z	PT2H6S	3293	33		76	surname-in-metadata,name-tokens:3/3,context:депутат,мажилиса,парламента,рк	SUGGESTED		2026-08-16T21:59:42Z
