party_id	profile_name	profile_url	biography_kk	photo_source_url	collected_at
baitaq	Баяжұма Асылбек	https://baytaq.kz/kk/candidates/bayazhuma-asylbek		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%2591%25D0%25B0%25D1%258F%25D0%25B6%25D1%2583%25D0%25BC%25D0%25B0%2520%25D0%2590%25D1%2581%25D1%258B%25D0%25BB%25D0%25B1%25D0%25B5%25D0%25BA.jpeg&w=3840&q=75	2026-08-16T22:50:08Z
baitaq	Деркач Марина Владимировна	https://baytaq.kz/kk/candidates/derkach-marina-vladimirovna		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-21%2520at%252011.45.02%2520AM.jpeg&w=3840&q=75	2026-08-16T22:50:09Z
baitaq	Досанов Абай Сәбитұлы	https://baytaq.kz/kk/candidates/dosanov-abay-sabitovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1504.JPG&w=3840&q=75	2026-08-16T22:50:11Z
baitaq	Жаппарова Ардак Сарсенбекқызы	https://baytaq.kz/kk/candidates/dzhapparova-ardak-sarsenbekovna		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%25B4%25D0%25B6%25D0%25B0%25D0%25BF%25D0%25BF%25D0%25B0%25D1%2580%25D0%25BE%25D0%25B2%25D0%25B0-1.jpeg&w=3840&q=75	2026-08-16T22:50:12Z
baitaq	Жакишев Алмаз Әжібекұлы	https://baytaq.kz/kk/candidates/dzhakishev-almaz-azhibekovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%2594%25D0%25B8%25D0%25B7%25D0%25B0%25D0%25B9%25D0%25BD%2520%25D0%25B1%25D0%25B5%25D0%25B7%2520%25D0%25BD%25D0%25B0%25D0%25B7%25D0%25B2%25D0%25B0%25D0%25BD%25D0%25B8%25D1%258F%2520(1).png&w=3840&q=75	2026-08-16T22:50:13Z
baitaq	Иманбаев Айдос Бейбітұлы	https://baytaq.kz/kk/candidates/imanbaev-aydos-beybitovich	Иманбаев Айдос Бейбітұлы – заңгер, атқарушылық іс жүргізу саласының сарапшысы. Бұл салада 20 жылдан астам еңбек өтілі бар. Е.А. Бөкетов атындағы Қарағанды мемлекеттік университетін «Құқықтану» мамандығы бойынша тәмамдаған. Еңбек жолын сот орындаушысы қызметінен бастап, кейін ҚР Жоғарғы Соты жанындағы Соттар әкімшілігі комитетінде жетекші маманнан басқарма басшысына дейін көтерілді. Сондай-ақ Қазақстан Республикасы Әділет министрлігінде қызмет атқарды. 2022–2026 жылдары Жеке сот орындаушыларының республикалық палатасының төрағасы болды. Қызмет барысында атқарушылық іс жүргізу жүйесін цифрландыруға, оның ашықтығы мен тиімділігін арттыруға, сондай-ақ жеке сот орындаушылары институтын дамытуға елеулі үлес қосты. Әділет министрлігі жанындағы Қоғамдық кеңестің және Парламенттің заң жобалары жөніндегі жұмыс топтарының мүшесі болды. Халықаралық сот орындаушылар одағы Президентінің ТМД және Азия елдері бойынша арнайы кеңесшісі. Қазақстандық және шетелдік басылымдардың авторы, халықаралық кәсіби конференциялардың тұрақты қатысушысы.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%25A0%25D0%25B8%25D1%2581%25D1%2583%25D0%25BD%25D0%25BE%25D0%25BA3.jpg&w=3840&q=75	2026-08-16T22:50:15Z
baitaq	Иманалиев Аскар Маратович	https://baytaq.kz/kk/candidates/imanaliev-askar-maratovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-22%2520at%25209.41.29%2520PM.jpeg&w=3840&q=75	2026-08-16T22:50:16Z
baitaq	Қажиев Серікқан Ерғалиұлы	https://baytaq.kz/kk/candidates/kazhiev-serikkan-ergalievich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1379.JPG&w=3840&q=75	2026-08-16T22:50:18Z
baitaq	Каметов Бақыт Хабидоллаұлы	https://baytaq.kz/kk/candidates/kametov-bakyt-habidullaevich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-22%2520at%252010.22.09%2520PM.jpeg&w=3840&q=75	2026-08-16T22:50:19Z
baitaq	Кенжебекова Роза Темірқұлқызы	https://baytaq.kz/kk/candidates/kenzhebekova-roza-temirkulkyzy		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F87B97A59-A7B3-4C2D-A334-EDAB61ED253A.png&w=3840&q=75	2026-08-16T22:50:21Z
baitaq	Керей Бекберген Дүйсенбайұлы	https://baytaq.kz/kk/candidates/kerey-bekbergen-duysenbayuly		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1389.JPG&w=3840&q=75	2026-08-16T22:50:24Z
baitaq	Кенжалиев Эльнар Бақдәулетұлы	https://baytaq.kz/kk/candidates/kenzhaliev-el-nar-bagdauletovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-22%2520at%252010.26.56%2520AM.jpeg&w=3840&q=75	2026-08-16T22:50:25Z
baitaq	Күнғожин Алмаз Мұхамбетұлы	https://baytaq.kz/kk/candidates/kungozhin-almaz-muhambetovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-21%2520at%252011.33.37%2520AM.jpeg&w=3840&q=75	2026-08-16T22:50:27Z
baitaq	Краснокуцкий Андрей Анатольевич	https://baytaq.kz/kk/candidates/krasnokutskiy-andrey-anatol-evich	Краснокуцкий Андрей Анатольевич 1986 жылғы 26 желтоқсанда Алматы қаласында дүниеге келген. Менің балалық шағым осы қалада өтті, осы жерде білім алдым, еңбек жолымды бастадым және кәсіпкерліктегі алғашқы қадамдарымды жасадым. Еңбек жолымды мектеп жасында, 12 жасымнан бастап «Серебряный диск» дүкенінде сатуға көмектесуден бастадым. Дәл сол кезде еңбек етудің, берген сөзіңде тұрудың және адамдарды құрметтеудің қаншалықты маңызды екенін алғаш рет түсіндім. Біз шағын бизнестен бастадық. 21 жасымда достарыммен бірге қарыз қаражатқа компьютерлік ойындар мен аксессуарлар сататын алғашқы дүкенімізді аштық. Өрлеу де, құлдырау да болды. Бір кезеңде сәтсіз серіктестіктің салдарынан бәрін қайтадан дерлік басынан бастауға тура келді. Алайда дәл осы тәжірибе маған ең басты нәрсені үйретті: сәтсіздік – бұл соңы емес. Егер мойымай, өз қателіктеріңді талдап, алға қарай жылжуды жалғастырсаң, кез келген қиындықты жаңа мүмкіндікке айналдыруға болады. Бір ғана дүкен қалғаннан кейін жаңа кезең басталды. Біз мемлекеттік сатып алуларға қатысып, ірі әлеуметтік жобаларды жүзеге асыра бастадық, жабдықтар жеткізіп, біртіндеп тапсырыс берушілердің сеніміне ие болдық. Осылайша ATON+ компаниясы құрылды. Бүгінде ATON+ – қазақстандық өндіріс. Біз компьютер корпустарын, балалар ойын алаңдарын және абаттандырудың түрлі элементтерін шығарамыз. Мен үшін өз еңбегімнің нақты нәтижесін көру маңызды. Біздің командамыз шығарған өнімдер Қазақстанның түкпір-түкпіріндегі мектептерде, аулаларда және қоғамдық кеңістіктерде орнатылған кезде, еңбегіміздің еліміздің халқына шын мәнінде пайда әкеліп жатқанын түсінемін. Мен әрдайым технологияларға және олардың адамға беретін мүмкіндіктеріне сендім. Егер бір нәрсені білмесең, оны үйренуге болады. Бүгінде әлем өте жылдам өзгеріп жатыр. Жасанды интеллект, цифрлық технологиялар және заманауи өндірістер Қазақстан үшін орасан зор мүмкіндіктер ашып отыр. Жастарға мүмкіндік жасау. Өндіріс құру. Технологиялар жасау. Жұмыс орындарын құру.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FIMG_7216.PNG&w=3840&q=75	2026-08-16T22:50:29Z
baitaq	Құдеринов Мұрат Тасболатұлы	https://baytaq.kz/kk/candidates/kuderinov-murat-tasbulatovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%259A%25D1%2583%25D0%25B4%25D0%25B5%25D1%2580%25D0%25B8%25D0%25BD%25D0%25BE%25D0%25B22.jpeg&w=3840&q=75	2026-08-16T22:50:30Z
baitaq	Қыдырбаев Ерлан Жайлаубайұлы	https://baytaq.kz/kk/candidates/kydyrbaev-erlan-zhaylaubaevich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-23%2520at%25207.17.23%2520AM.jpeg&w=3840&q=75	2026-08-16T22:50:32Z
baitaq	Қадырбаева Нұргүл Жұмахметқызы	https://baytaq.kz/kk/candidates/kadyrbaeva-nurgul-zhumahmetkyzy		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FIMG_8012.JPG.jpeg&w=3840&q=75	2026-08-16T22:50:34Z
baitaq	Алма Қараш	https://baytaq.kz/kk/candidates/karash-alma	Алма Қараш – экономист, өндіріс және жеңіл өнеркәсіп саласының кәсіпкері, қоғам қайраткері. Алматы облысында дүниеге келген. Экономика, өндіріс технологиясы, техникалық ғылымдар және құқық салалары бойынша білім алған. Еңбек жолын Алматы қаласы Алмалы ауданы әкімдігінің экономика бөлімінде бастап, кейін Қазақстанның екінші деңгейлі банктерінде басшылық қызметтер атқарды. 2013 жылдан бері өндіріс және медицина саласындағы жеке кәсіпкерлікпен айналысады. Қазіргі таңда ALMATEXTILE өндірістік компаниясы мен ADAL MEDPHARM медициналық орталығының құрылтайшысы. 2022 жылдан бастап Qaz Textile Industry жеңіл өнеркәсіп кәсіпорындарының ұлттық бірлестігінің Алматы қаласы және Алматы облысы бойынша филиалын басқарады. 2025 жылдан Алматы қаласы Кәсіпкерлер палатасының өңірлік кеңесі мен Таза өндірістер кеңесінің мүшесі. 2025 жылдан Қазақстанның «Байтақ» жасылдар партиясының мүшесі, Алматы қалалық филиалының төрайымы. Экологияны қорғау, жасыл экономиканы дамыту, отандық өндірісті қолдау және тұрғындардың өмір сүру сапасын арттыру бағытында белсенді жұмыс жүргізеді. 2026 жылы «Байтақ» партиясынан Құрылтай депутаттығына кандидат ретінде ұсынылды.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FIMG_3654%2520(3).PNG&w=3840&q=75	2026-08-16T22:50:36Z
baitaq	Қамытбекова Сәуле Жайлауқызы	https://baytaq.kz/kk/candidates/kamytbekova-saule-zhaylaukyzy		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2Fchrome_MBMPgAYoJO.png&w=3840&q=75	2026-08-16T22:50:37Z
baitaq	Руслан Мұратұлы	https://baytaq.kz/kk/candidates/muratuly-ruslan		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-22%2520at%252011.32.26%2520PM.jpeg&w=3840&q=75	2026-08-16T22:50:39Z
baitaq	Мамытов Нұрғали Киябайұлы	https://baytaq.kz/kk/candidates/mamytov-nurgalyy-kiyabaevich	Мамытов Нұрғали Қиябайұлы – заң ғылымдарының PhD докторы, құқық саласының сарапшысы, эколог және қоғам қайраткері. Томск мемлекеттік университетінің заң факультетін тәмамдаған. Еңбек жолын 1982 жылы тергеуші болып бастап, прокуратура органдарында ұзақ жыл қызмет атқарды. КСРО Бас прокуратурасында, Алматы қаласы Алатау ауданының прокуроры, Солтүстік Қазақстан және Оңтүстік Қазақстан облыстары прокурорының міндетін атқарушы болды. Кейін Қазақстан Республикасы Премьер-Министрі Кеңсесінде және Президент Әкімшілігінде жауапты қызметтер атқарды. Прокуратура органдарының құрметті қызметкері, «Құрмет» орденінің иегері, «Қазақстан Республикасының ғылымына қосқан үлесі үшін» алтын медалімен марапатталған. Құқықтық актілерді әзірлеу жөніндегі сертификатталған сарапшы. Экология мамандығы бойынша білім алған. Бірқатар заң жобаларының, соның ішінде «Саяси қуғын-сүргін құрбандарын ақтау туралы» заң жобасының авторларының бірі. Қазақ, орыс, ағылшын және неміс тілдерін меңгерген. Қоғамдық қызметте шахмат спортын дамытуға елеулі үлес қосты: Оңтүстік Қазақстан облыстық шахмат федерациясын басқарды, Шымкент қаласында шахмат клубын ашуға бастамашы болды. Үйленген, үш баласы бар.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1437.JPG&w=3840&q=75	2026-08-16T22:50:42Z
baitaq	Мартель Владимир Александрович	https://baytaq.kz/kk/candidates/martel-vladimir-aleksandrovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1455.JPG&w=3840&q=75	2026-08-16T22:50:44Z
baitaq	Мұсаев Ұлан Жолдошбекович	https://baytaq.kz/kk/candidates/musaev-ulan-zholdoshbekovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1268.JPG&w=3840&q=75	2026-08-16T22:50:45Z
baitaq	Махамбетова Назген Мансұрханқызы	https://baytaq.kz/kk/candidates/mahambetova-nazgen-mansurhankyzy	Махамбетова Назген Мансұрханқызы – эколог, қоршаған ортаны қорғау саласының басшысы, экологиялық қауіпсіздік, өнеркәсіптік экология және орнықты даму бағыттарының сарапшысы. Л.Н. Гумилев атындағы Еуразия ұлттық университетін «Экология» мамандығы бойынша бакалавр және магистр дәрежелерімен тәмамдаған. Еңбек жолын жеке экологиялық ұйымдарда инженер-жобалаушы және верификатор ретінде бастап, экологиялық жобалау, табиғат қорғау құжаттарын әзірлеу, эмиссиялар нормативтерін дайындау және өндірістік кәсіпорындарды экологиялық сүйемелдеу салаларында жұмыс істеді. Кейін Қазақстан Республикасы Экология, геология және табиғи ресурстар министрлігінің Экологиялық бақылау басқармасында сарапшы болып қызмет атқарып, мемлекеттік экологиялық саясатты іске асыруға және экологиялық заңнаманың сақталуын қамтамасыз етуге үлес қосты. Қазіргі уақытта «ПетроҚазақстан Ойл Продактс» ЖШС Қоршаған ортаны қорғау бөлімінің бастығы қызметін атқарады. Оның жетекшілігімен өндірістің экологиялық қауіпсіздігін қамтамасыз ету, өндірістік экологиялық бақылауды ұйымдастыру, заманауи мониторинг жүйелерін енгізу және кәсіпорынның қоршаған ортаға әсерін төмендетуге бағытталған жобалар жүзеге асырылуда. Қоғамдық қызметте экологиялық мәдениетті дамыту, азаматтардың экологиялық жауапкершілігін арттыру және орнықты даму қағидаттарын ілгерілету бағытындағы бастамаларды қолдайды. Қазақстанның «БАЙТАҚ» жасылдар партиясынан депутаттыққа кандидат ретінде экологияны мемлекеттік саясаттың негізгі басымдықтарының бірі деп санайды.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-21%2520at%252010.50.58%2520AM.jpeg&w=3840&q=75	2026-08-16T22:50:47Z
baitaq	Ордабеков Алтай Еркебекұлы	https://baytaq.kz/kk/candidates/ordabekov-altay-erkebekovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%25A8%25D1%258B%25D0%25BC%25D0%25BA%25D0%25B5%25D0%25BD%25D1%2582.jpeg&w=3840&q=75	2026-08-16T22:50:49Z
baitaq	Ордабеков Айдос Бахытжанұлы	https://baytaq.kz/kk/candidates/ordabekov-aydos-bahytzhanuly	Ордабеков Айдос Бахытжанұлы – заңгер, экономист және құрылыс саласының басқарушысы. Құқықтану және экономика мамандықтары бойынша жоғары білім алған. Еңбек жолын 2009 жылы бастаған. Әр жылдары денсаулық сақтау мекемесінде, Шымкент қаласының Құрылыс бөлімінде және қала әкімінің аппаратында қызмет атқарған. 2019–2022 жылдары Әл-Фараби ауданы әкімдігі аппаратының инфрақұрылым және абаттандыру бөлімін басқарып, жол құрылысы, инженерлік желілерді жаңарту және аумақтарды көркейту жобаларын үйлестірді. Кейін құрылыс саласындағы жеке секторда басшылық қызметтер атқарып, қазіргі таңда «Достар Құрылыс» ЖШС-нің директоры. Қазақстанның «Байтақ» жасылдар партиясының мүшесі. Табиғатты қорғау, биологиялық әртүрлілікті сақтау, табиғи ресурстарды ұтымды пайдалану және тұрақты даму қағидаттарын қолдайды. Қоғамдық қызметінде экологиялық жауапкершілік пен өңірлік инфрақұрылымды дамыту мәселелеріне басымдық береді.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-21%2520at%252012.02.15%2520PM.jpeg&w=3840&q=75	2026-08-16T22:50:50Z
baitaq	Сабырова Нұргүл Едігеқызы	https://baytaq.kz/kk/candidates/saburova-nurgul-edigeevna	Сабырова Нұргүл Едігеқызы – гидрогеология, инженерлік геология, геоэкология және жер қойнауын пайдалану салаларының маманы, техника және технология магистрі, эколог. Атырау мұнай және газ институтын және Қ.И. Сәтбаев атындағы Қазақ ұлттық техникалық университетін тәмамдап, геолог, гидрогеолог және эколог мамандықтарын игерді. Техника және технология магистрі дәрежесіне ие, қазіргі уақытта Satbayev University докторантурасында докторлық диссертациясын қорғауға дайындалуда. Еңбек жолын «Атыраугидрогеология» ЖШС-де бастап, жетекші гидрогеологтан бас директорға дейінгі кәсіби жолдан өтті. Оның жетекшілігімен Атырау және Маңғыстау облыстарындағы жерасты су қорларын зерттеу және бағалау бойынша 40-тан астам жоба жүзеге асырылып, халық пен өндіріс орындарын сапалы ауыз сумен қамтамасыз етуге үлес қосты. Гидрогеология, сумен жабдықтау және мұнай өндіру салаларында 14 өнертабыстың авторы әрі патент иеленушісі. Ғылыми зерттеулерінің нәтижелері халықаралық конференциялар мен конгрестерде таныстырылған. Кәсіби қызметінде жерасты су ресурстарын ұтымды пайдалану, қоршаған ортаны қорғау және табиғи ресурстарды тиімді игеру мәселелеріне басымдық береді.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-21%2520at%252011.49.55%2520AM.jpeg&w=3840&q=75	2026-08-16T22:50:51Z
baitaq	Садинов Самат Қамысбайұлы	https://baytaq.kz/kk/candidates/sadinov-samat-kamysbaevich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%25A1%25D0%25B0%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25BE%25D0%25B2.PNG&w=3840&q=75	2026-08-16T22:50:52Z
baitaq	Сағымбаев Таир Амантайұлы	https://baytaq.kz/kk/candidates/sagimbaev-tair-amantaevich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F4-1.jpg%2520(4).jpeg&w=3840&q=75	2026-08-16T22:50:54Z
baitaq	Серікбаев Айбол Үсенұлы	https://baytaq.kz/kk/candidates/serikbaev-aybol-usenovich	Серікбаев Айбол Үсенұлы 1990 жылы 3 сәуірде Қызылорда қаласында туған. Жоғары білімді. «Техник-жерге орналастырушы» және «Кадастр» мамандықтары бойынша білім алған. Жалпы еңбек өтілі – 16 жыл 3 ай. Үйленген, төрт бала тәрбиелеп отыр. Еңбек жолын жерге орналастыру саласында бастап, «Ақпан-2003» ЖШС, «Жер кадастры ғылыми-өндірістік орталығы» РМК Қызылорда облыстық филиалы және «КазНефтеГазКонсалтинг» ЖШС мекемелерінде инженер-жерге орналастырушы және маман қызметтерін атқарған. 2023-2024 жылдары жеке кәсіпкерлікпен айналысты. 2024 жылдан бастап «RS-ЖОЛ СЕРВИС» ЖШС директорының орынбасары қызметін атқарды. 2025 жылдан бастап Қазақстанның «Байтақ» жасылдар партиясы Қызылорда облыстық филиалының Атқарушы хатшысы. Партиялық қызмет аясында өңірдегі экологиялық бастамаларды дамытуға, қоршаған ортаны қорғау және жасыл даму бағытындағы жұмыстарды ілгерілетуге үлес қосып келеді.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FJ46A1409.JPG&w=3840&q=75	2026-08-16T22:50:55Z
